x; E; dE; E_z;  
0.01;0.26860293720377115;-4.814366325830775e-07;0.0013387954932405936; 
0.060404040404;0.26804465564115565;-1.7553755616147952e-05;0.008078460284167022; 
0.110808080808;0.26668941920881845;-5.89723691052508e-05;0.01478206372407424; 
0.161212121212;0.2645432766809364;-0.00012449069505181138;0.02141970025040929; 
0.211616161616;0.261615803355192;-0.00021371856876164214;0.027961791448212436; 
0.26202020202;0.25792005357163184;-0.00032612442018290465;0.03437923263098161; 
0.312424242424;0.25347249599723376;-0.0004610382403780438;0.04064353695489893; 
0.362828282828;0.2482929320131164;-0.0006176553207001713;0.04672697631663437; 
0.413232323232;0.242404397629207;-0.000795040743903171;0.05260271830216645; 
0.463636363636;0.23583304943679465;-0.0009921346022389534;0.05824495847520501; 
0.51404040404;0.22860803519227124;-0.0012077579135586654;0.06362904731875088; 
0.564444444444;0.22076134970506406;-0.001440619202559683;0.06873161117194374; 
0.614848484848;0.21232767677886166;-0.0016893217106286;0.07353066653648145; 
0.665252525253;0.2033442180273262;-0.0019523711942425774;0.0780057271623597; 
0.715656565657;0.19385050945318633;-0.002228184268627005;0.082137903361293; 
0.766060606061;0.18388822674254882;-0.0025150972503443576;0.08590999303772226; 
0.816464646465;0.17350098028413008;-0.0028113754497244526;0.08930656397156611; 
0.866868686869;0.16273410097557464;-0.0031152228615553106;0.09231402693359103; 
0.917272727273;0.15163441792582444;-0.0034247922002502477;0.09492069926320487; 
0.967676767677;0.14025002920337917;-0.0037381952238031697;0.09711685858935414; 
1.01808080808;0.19974336174814167;0.0644956416797931;0.09576360897139514; 
1.06848484848;0.18879216826262515;0.05791578354940877;0.08914262370272806; 
1.11888888889;0.1785884816409294;0.05221914093440123;0.08313571963836852; 
1.16929292929;0.16906422231495263;0.04725663095119161;0.07766586188885005; 
1.2196969697;0.16015967602417083;0.042909308690342804;0.07266846173485142; 
1.2701010101;0.15182216967468823;0.03908133959054688;0.06808893585272492; 
1.32050505051;0.14400500189350018;0.035694812194577416;0.06388082122583437; 
1.37090909091;0.1366665713420484;0.032685860370102356;0.06000430319513174; 
1.42131313131;0.12976966020699754;0.030001730372988943;0.056425054461710485; 
1.47171717172;0.12328084064290493;0.027598538502088064;0.05311331078996562; 
1.52212121212;0.11716997951207295;0.025439539554904297;0.050043128782479525; 
1.57252525253;0.11140982236776131;0.02349377728963952;0.04719178506874521; 
1.62292929293;0.10597564181698113;0.021735023515418204;0.04453928632255794; 
1.67333333333;0.10084493856624575;0.020140937349240832;0.04206796687013403; 
1.72373737374;0.09599718587079989;0.01869239392057593;0.039762156068654034; 
1.77414141414;0.09141360996927674;0.017372944581092124;0.03760790167039205; 
1.82454545455;0.0870770005313015;0.01616837997496113;0.035592738422117756; 
1.87494949495;0.08297154627710794;0.015066374158615373;0.033705493451682215; 
1.92535353535;0.07908269182055361;0.014056193027781851;0.031936121754982755; 
1.97575757576;0.0753970124955364;0.013128454102595164;0.03027556645458737; 
2.02616161616;0.0719021044922753;0.012274927583234828;0.02871563955628; 
2.07656565657;0.06858648808556991;0.01148837076435002;0.02724891975507643; 
2.12696969697;0.06543952210584249;0.010762389563096601;0.025868664492162994; 
2.17737373737;0.06245132810376892;0.010091322201026575;0.024568733979225047; 
2.22777777778;0.05961272290471523;0.00947014107808104;0.02334352531719932; 
2.27818181818;0.05691515845096823;0.008894369656683672;0.022187915165649254; 
2.32858585859;0.05435066799644214;0.00836001178679695;0.0210972096842902; 
2.37898989899;0.05191181785688634;0.0078634913872523;0.020067100683170896; 
2.42939393939;0.04959166403394537;0.007401600783689126;0.01909362709305507; 
2.4797979798;0.047383713127955945;0.006971456311031168;0.018173141010737155; 
2.5302020202;0.045281887035495225;0.006570460035383346;0.017302277691688094; 
2.58060606061;0.043280490996151263;0.006196266649444561;0.016477928959527717; 
2.63101010101;0.041374184610934193;0.005846754756961381;0.015697219582285572; 
2.68141414141;0.039557955504007584;0.0055200018931315315;0.014957486232351498; 
2.73181818182;0.03782709534141433;0.0052142627352434225;0.014256258702918743; 
2.78222222222;0.03617717795638537;0.004927950045946784;0.013591243100576066; 
2.83262626263;0.03460403936165477;0.004659617964128077;0.012960306773110903; 
2.88303030303;0.03310375945572705;0.004407947318370297;0.012361464764841817; 
2.93343434343;0.03167264525294817;0.004171732687766428;0.011792867619953629; 
2.98383838384;0.030307215487051162;0.00394987097631;0.011252790378221243; 
3.03424242424;0.029004186455053243;0.0037413513017151264;0.01073962262787831; 
3.08464646465;0.027760458983352464;0.0035452460285383715;0.010251859497789883; 
3.13505050505;0.026573106410931358;0.0033607027998689854;0.009788093485997691; 
3.18545454545;0.025439363495998155;0.003186937442421678;0.009347007034515948; 
3.23585858586;0.024356616162406565;0.0030232276372565603;0.008927365771287672; 
3.28626262626;0.023322392010990626;0.0028689072630964287;0.008528012349738176; 
3.33666666667;0.022334351528696523;0.002723361331748164;0.008147860824609611; 
3.38707070707;0.02139027993522548;0.0025860214458210203;0.007785891509915826; 
3.43747474747;0.020488079612944316;0.002456361718066564;0.0074411462710805175; 
3.48787878788;0.01962576307117308;0.002333895099487911;0.007112724208746411; 
3.53828282828;0.01880144640071011;0.002218170070083198;0.006799777696481946; 
3.58868686869;0.01801334317868158;0.002108767651869732;0.0065015087387605185; 
3.63909090909;0.01725975878756643;0.002005298708822023;0.006217165619225972; 
3.68949494949;0.016539085115609024;0.001907401502668045;0.005946039812456605; 
3.7398989899;0.015849795608835645;0.0018147394772224208;0.005687463135256428; 
3.7903030303;0.015190440647582208;0.0017269992471770647;0.005440805115987466; 
3.84070707071;0.014559643222854085;0.0016438887700893315;0.005205470562653421; 
3.89111111111;0.013956094890007605;0.0015651356827649137;0.004980897312389928; 
3.94151515152;0.013378551979194384;0.001490485785378071;0.004766554146741888; 
3.99191919192;0.012825832043768203;0.0014197016585483484;0.0045619388586411085; 
4.04232323232;0.01229681052944138;0.0013525614002372571;0.004366576458361713; 
4.09272727273;0.011790417648411725;0.0012888574707717825;0.004180017506946572; 
4.14313131313;0.011305635443980238;0.0012283956355707965;0.00400183656668392; 
4.19353535354;0.010841495032355108;0.001170993996268088;0.0038316307591835593; 
4.24393939394;0.010397074009406213;0.001116482101911859;0.0036690184224715382; 
4.29434343434;0.009971494011103742;0.0010647001327916583;0.0035136378593014677; 
4.34474747475;0.009563918417257199;0.00101549815021462;0.003365146169580547; 
4.39515151515;0.00917355018897499;0.0009687354062360568;0.0032232181604378678; 
4.44555555556;0.008799629830997418;0.0009242797079557399;0.0030875453280291903; 
4.49595959596;0.008441433470725443;0.0008820068315300796;0.002957834905683516; 
4.54636363636;0.008098271046378773;0.0008417999815299698;0.00283380897345794; 
4.59676767677;0.007769484597276793;0.0008035492917015105;0.0027152036245844486; 
4.64717171717;0.007454446649748212;0.0007671513635681947;0.002601768184669567; 
4.69757575758;0.00715255869264521;0.0007325088396539712;0.0024932644798497756; 
4.74797979798;0.00686324973686948;0.0006995300084115277;0.002389466150415864; 
4.79838383838;0.006585974953713583;0.0006681284382132483;0.002290158006701031; 
4.84878787879;0.006320214387185669;0.0006382226380073059;0.0021951354242837747; 
4.89919191919;0.006065471735821107;0.0006097357424613105;0.0021042037757897343; 
4.9495959596;0.005821273199793467;0.0005825952196136874;0.0020171778967890516; 
5.0;0.005587166389422717;0.0005567325992309632;0.0019338815834797007; 
