x; E; dE; E_z;  
0.01;0.25166703064853835;-3.112983910525889e-07;0.0012383999459074531; 
0.060404040404;0.2511984355641544;-1.1351131822814881e-05;0.0074734709242430765; 
0.110808080808;0.25006070266425406;-3.814117250815226e-05;0.013678655990330118; 
0.161212121212;0.24825838109366624;-8.053854481373598e-05;0.019829154816503356; 
0.211616161616;0.24579867495241461;-0.0001383170810791669;0.025900410033524942; 
0.26202020202;0.24269141129276584;-0.00021116845225768266;0.03186821626256367; 
0.312424242424;0.23894899647469947;-0.0002987037093292449;0.03770882750527558; 
0.362828282828;0.2345863610833686;-0.0004004552278152032;0.043399062391408894; 
0.413232323232;0.22962089366541838;-0.0005158790457180174;0.04891640679363555; 
0.463636363636;0.2240723635931;-0.0006443575832521556;0.05423911333194032; 
0.51404040404;0.2179628334157061;-0.0007852027308330915;0.05934629730481753; 
0.564444444444;0.2113165611067107;-0.0009376592899597428;0.06421802860165884; 
0.614848484848;0.20415989266190823;-0.0011009087498709145;0.06883541916998247; 
0.665252525253;0.19652114554856143;-0.0012740733811870714;0.07318070563245817; 
0.715656565657;0.18843048354790015;-0.0014562206261734007;0.077237326671921; 
0.766060606061;0.1799197835730361;-0.0016463677637865032;0.08098999482762616; 
0.816464646465;0.17102249508130282;-0.0018434868263025475;0.08442476237275438; 
0.866868686869;0.16177349273400451;-0.002046509743076035;0.08752908097150254; 
0.917272727273;0.1522089229874156;-0.002254333685851848;0.09029185484384901; 
0.967676767677;0.1423660453264497;-0.0024658265890544246;0.09270348719712236; 
1.01808080808;0.20583344406257878;0.06822944448483673;0.0918503975008602; 
1.06848484848;0.1962710508881997;0.06151455600712664;0.08608057524606233; 
1.11888888889;0.18730055478273436;0.05569334285194659;0.08083056665822061; 
